Gene,Importance,symbol,name
ENSG00000077522,0.0001267611403837,ACTN2,actinin alpha 2
ENSG00000138080,0.000126746348574,EMILIN1,elastin microfibril interfacer 1
ENSG00000183684,0.0001266934955238,ALYREF,Aly/REF export factor
ENSG00000078898,0.0001250650372602,BPIFB2,BPI fold containing family B member 2
ENSG00000142669,0.0001246995596436,SH3BGRL3,SH3 domain binding glutamate rich protein like 3
ENSG00000094755,0.0001239028280886,GABRP,gamma-aminobutyric acid type A receptor subunit pi
ENSG00000131236,0.0001231460806622,CAP1,cyclase associated actin cytoskeleton regulatory protein 1
ENSG00000198034,0.0001223615101906,RPS4X,ribosomal protein S4 X-linked
ENSG00000147256,0.0001216394240252,ARHGAP36,Rho GTPase activating protein 36
ENSG00000117115,0.0001214986389239,PADI2,peptidyl arginine deiminase 2
ENSG00000106366,0.0001203820669313,SERPINE1,serpin family E member 1
ENSG00000103024,0.0001195332323615,NME3,NME/NM23 nucleoside diphosphate kinase 3
ENSG00000168542,0.0001189238856009,COL3A1,collagen type III alpha 1 chain
ENSG00000131620,0.000118410889057,ANO1,anoctamin 1
ENSG00000132386,0.0001176113951283,SERPINF1,serpin family F member 1
ENSG00000129353,0.0001174935833402,SLC44A2,solute carrier family 44 member 2 (CTL2 blood group)
ENSG00000067704,0.0001172140450024,IARS2,"isoleucyl-tRNA synthetase 2, mitochondrial"
ENSG00000142676,0.0001172133065817,RPL11,ribosomal protein L11
ENSG00000071082,0.0001166253794158,RPL31,ribosomal protein L31
ENSG00000142192,0.0001158192276569,APP,amyloid beta precursor protein
ENSG00000141424,0.0001155927352346,SLC39A6,solute carrier family 39 member 6
ENSG00000197956,0.0001155363418669,S100A6,S100 calcium binding protein A6
ENSG00000133318,0.0001144496295588,RTN3,reticulon 3
ENSG00000147403,0.0001144197584526,RPL10,ribosomal protein L10
ENSG00000227471,0.0001142610801619,AKR1B15,aldo-keto reductase family 1 member B15
ENSG00000106803,0.0001133777433803,SEC61B,SEC61 translocon subunit beta
ENSG00000143947,0.0001131755015456,RPS27A,ribosomal protein S27a
ENSG00000161055,0.0001130002321863,SCGB3A1,secretoglobin family 3A member 1
ENSG00000075223,0.0001123796804756,SEMA3C,semaphorin 3C
ENSG00000149418,0.0001111296372794,ST14,ST14 transmembrane serine protease matriptase
ENSG00000165502,0.0001107928428574,RPL36AL,ribosomal protein L36a like
ENSG00000101856,0.0001106552250205,PGRMC1,progesterone receptor membrane component 1
ENSG00000092621,0.0001106426233077,PHGDH,phosphoglycerate dehydrogenase
ENSG00000213719,0.0001099396833615,CLIC1,chloride intracellular channel 1
ENSG00000162078,0.0001096173071671,ZG16B,zymogen granule protein 16B
ENSG00000198888,0.0001090385280634,MT-ND1,NADH dehydrogenase subunit 1
ENSG00000179593,0.0001090160236814,ALOX15B,arachidonate 15-lipoxygenase type B
ENSG00000171209,0.0001088824183969,CSN3,casein kappa
ENSG00000104419,0.0001086199549483,NDRG1,N-myc downstream regulated 1
ENSG00000122176,0.000108151720636,FMOD,fibromodulin
ENSG00000151365,0.0001080599263484,THRSP,thyroid hormone responsive
ENSG00000152518,0.0001073349603999,ZFP36L2,ZFP36 like 2 zinc finger CCCH-type
ENSG00000062716,0.0001071588540939,VMP1,vacuole membrane protein 1
ENSG00000163682,0.0001061854727676,RPL9,ribosomal protein L9
ENSG00000169692,0.0001059715984833,AGPAT2,1-acylglycerol-3-phosphate O-acyltransferase 2
ENSG00000158710,0.0001056645337492,TAGLN2,transgelin 2
ENSG00000180573,0.0001056545614624,H2AC6,H2A clustered histone 6
ENSG00000136628,0.0001054734953592,EPRS1,glutamyl-prolyl-tRNA synthetase 1
ENSG00000277734,0.000105283817533,TRAC,T cell receptor alpha constant
ENSG00000105281,0.0001038241888872,SLC1A5,solute carrier family 1 member 5
ENSG00000179091,0.0001033875379473,CYC1,cytochrome c1
ENSG00000197746,0.0001031366169581,PSAP,prosaposin
ENSG00000100979,0.0001030510080119,PLTP,phospholipid transfer protein
ENSG00000100201,0.0001024628650574,DDX17,DEAD-box helicase 17
ENSG00000101444,0.0001021931328951,AHCY,adenosylhomocysteinase
ENSG00000130707,0.0001020308332476,ASS1,argininosuccinate synthase 1
ENSG00000158869,0.000101058280856,FCER1G,Fc epsilon receptor Ig
ENSG00000184564,9.9408359891195e-05,SLITRK6,SLIT and NTRK like family member 6
ENSG00000137154,9.896546325447632e-05,RPS6,ribosomal protein S6
ENSG00000174827,9.813690767150971e-05,PDZK1,PDZ domain containing 1
ENSG00000089597,9.805641958631376e-05,GANAB,glucosidase II alpha subunit
ENSG00000009307,9.803935830516828e-05,CSDE1,cold shock domain containing E1
ENSG00000044115,9.802799531307964e-05,CTNNA1,catenin alpha 1
ENSG00000231925,9.76439554489456e-05,TAPBP,TAP binding protein
ENSG00000172037,9.757511957106488e-05,LAMB2,laminin subunit beta 2
ENSG00000211772,9.702177248507396e-05,TRBC2,T cell receptor beta constant 2
ENSG00000106688,9.669495859266246e-05,SLC1A1,solute carrier family 1 member 1
ENSG00000105373,9.618998241932296e-05,NOP53,NOP53 ribosome biogenesis factor
ENSG00000168036,9.584865796935745e-05,CTNNB1,catenin beta 1
ENSG00000100234,9.57566292137624e-05,TIMP3,TIMP metallopeptidase inhibitor 3
ENSG00000100994,9.517324356989164e-05,PYGB,glycogen phosphorylase B
ENSG00000175166,9.48661264500298e-05,PSMD2,"proteasome 26S subunit ubiquitin receptor, non-ATPase 2"
ENSG00000117592,9.4339278835664e-05,PRDX6,peroxiredoxin 6
ENSG00000137673,9.413104307058548e-05,MMP7,matrix metallopeptidase 7
ENSG00000049540,9.38253572321268e-05,ELN,elastin
ENSG00000121064,9.363062358304492e-05,SCPEP1,serine carboxypeptidase 1
ENSG00000167004,9.350907375269536e-05,PDIA3,protein disulfide isomerase family A member 3
ENSG00000135486,9.28493724375395e-05,HNRNPA1,heterogeneous nuclear ribonucleoprotein A1
ENSG00000172354,9.2714555443744e-05,GNB2,G protein subunit beta 2
ENSG00000162576,9.269714327062016e-05,MXRA8,matrix remodeling associated 8
ENSG00000166743,9.23176187052185e-05,ACSM1,acyl-CoA synthetase medium chain family member 1
ENSG00000169900,9.208793289591909e-05,PYDC1,pyrin domain containing 1
ENSG00000235750,9.159556053565268e-05,KIAA0040,KIAA0040
ENSG00000160213,9.127598107541746e-05,CSTB,cystatin B
ENSG00000159461,8.979898759213052e-05,AMFR,autocrine motility factor receptor
ENSG00000143320,8.929469048412012e-05,CRABP2,cellular retinoic acid binding protein 2
ENSG00000197614,8.78468896499011e-05,MFAP5,microfibril associated protein 5
ENSG00000123562,8.712078261847753e-05,MORF4L2,mortality factor 4 like 2
ENSG00000118849,8.68124098831841e-05,RARRES1,retinoic acid receptor responder 1
ENSG00000146386,8.644345485599068e-05,ABRACL,ABRA C-terminal like
ENSG00000101421,8.615271570180522e-05,CHMP4B,charged multivesicular body protein 4B
ENSG00000121005,8.575740198700834e-05,CRISPLD1,cysteine rich secretory protein LCCL domain containing 1
ENSG00000136830,8.566834887478948e-05,NIBAN2,niban apoptosis regulator 2
ENSG00000166825,8.550999434986456e-05,ANPEP,"alanyl aminopeptidase, membrane"
ENSG00000184613,8.536161248493627e-05,NELL2,neural EGFL like 2
ENSG00000132963,8.529513004425874e-05,POMP,proteasome maturation protein
ENSG00000198886,8.518109704388642e-05,MT-ND4,NADH dehydrogenase subunit 4
ENSG00000169710,8.506077931103755e-05,FASN,fatty acid synthase
ENSG00000227097,8.496486362487811e-05,RPS28P7,ribosomal protein S28 pseudogene 7
ENSG00000133112,8.486314806719088e-05,TPT1,"tumor protein, translationally-controlled 1"
ENSG00000067225,8.449744296478595e-05,PKM,pyruvate kinase M1/2
ENSG00000171551,8.414793609311941e-05,ECEL1,endothelin converting enzyme like 1
ENSG00000078668,8.396612478330642e-05,VDAC3,voltage dependent anion channel 3
ENSG00000124098,8.303001629195639e-05,MIMS2,mitochondrial inner membrane scaffold 2
ENSG00000172893,8.200657299770208e-05,DHCR7,7-dehydrocholesterol reductase
ENSG00000167608,8.17782708161511e-05,TMC4,transmembrane channel like 4
ENSG00000169714,8.082566402124122e-05,CNBP,CCHC-type zinc finger nucleic acid binding protein
ENSG00000159063,7.938338547735655e-05,ALG8,"ALG8 alpha-1,3-glucosyltransferase"
ENSG00000143653,7.90063582526018e-05,SCCPDH,saccharopine dehydrogenase (putative)
ENSG00000177885,7.806849918583194e-05,GRB2,growth factor receptor bound protein 2
ENSG00000161798,7.775244552355447e-05,AQP5,aquaporin 5
ENSG00000075624,7.730548250164945e-05,ACTB,actin beta
ENSG00000240877,7.725576098657934e-05,RN7SL521P,"RNA, 7SL, cytoplasmic 521, pseudogene"
ENSG00000071967,7.624681928439304e-05,CYBRD1,cytochrome b reductase 1
ENSG00000186340,7.554440142754376e-05,THBS2,thrombospondin 2
ENSG00000132507,7.532699955759402e-05,EIF5A,eukaryotic translation initiation factor 5A
ENSG00000105825,7.530564746617879e-05,TFPI2,tissue factor pathway inhibitor 2
ENSG00000175550,7.52487099757769e-05,DRAP1,DR1 associated protein 1
ENSG00000176340,7.516804085915567e-05,COX8A,cytochrome c oxidase subunit 8A
ENSG00000234745,7.513947644505824e-05,HLA-B,"major histocompatibility complex, class I, B"
ENSG00000109472,7.507766503294194e-05,CPE,carboxypeptidase E
ENSG00000184678,7.497278799150814e-05,H2BC21,H2B clustered histone 21
ENSG00000106605,7.497241392140319e-05,BLVRA,biliverdin reductase A
ENSG00000228474,7.482680383260273e-05,OST4,"oligosaccharyltransferase complex subunit 4, non-catalytic"
ENSG00000196154,7.479151885382607e-05,S100A4,S100 calcium binding protein A4
ENSG00000187837,7.463104897598186e-05,H1-2,"H1.2 linker histone, cluster member"
ENSG00000124214,7.403728031993742e-05,STAU1,staufen double-stranded RNA binding protein 1
ENSG00000100604,7.374835173941366e-05,CHGA,chromogranin A
ENSG00000134333,7.352851830608634e-05,LDHA,lactate dehydrogenase A
ENSG00000196576,7.343124058230223e-05,PLXNB2,plexin B2
ENSG00000164825,7.33890233656092e-05,DEFB1,defensin beta 1
ENSG00000179085,7.269855033258926e-05,DPM3,"dolichyl-phosphate mannosyltransferase subunit 3, regulatory"
ENSG00000145494,7.26138777881456e-05,NDUFS6,NADH:ubiquinone oxidoreductase subunit S6
ENSG00000064651,7.163416541383515e-05,SLC12A2,solute carrier family 12 member 2
ENSG00000065978,7.14571969167824e-05,YBX1,Y-box binding protein 1
ENSG00000104341,7.133711313903588e-05,LAPTM4B,lysosomal protein transmembrane 4 beta
ENSG00000135373,7.082562950503088e-05,EHF,ETS homologous factor
ENSG00000124766,7.022326424749168e-05,SOX4,SRY-box transcription factor 4
ENSG00000134759,7.00341164180231e-05,ELP2,elongator acetyltransferase complex subunit 2
ENSG00000131238,6.987029135592812e-05,PPT1,palmitoyl-protein thioesterase 1
ENSG00000109321,6.968046004359393e-05,AREG,amphiregulin
ENSG00000211970,6.96067342721269e-05,IGHV4-61,immunoglobulin heavy variable 4-61
ENSG00000181617,6.93462876851701e-05,FDCSP,follicular dendritic cell secreted protein
ENSG00000186395,6.911762959817082e-05,KRT10,keratin 10
ENSG00000113140,6.86363851726713e-05,SPARC,secreted protein acidic and cysteine rich
ENSG00000170525,6.836060968259306e-05,PFKFB3,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3"
ENSG00000164733,6.832680921789968e-05,CTSB,cathepsin B
ENSG00000120875,6.83036705369595e-05,DUSP4,dual specificity phosphatase 4
ENSG00000160180,6.827717795398141e-05,TFF3,trefoil factor 3
ENSG00000167526,6.827043761571349e-05,RPL13,ribosomal protein L13
ENSG00000142173,6.825711211878043e-05,COL6A2,collagen type VI alpha 2 chain
ENSG00000039068,6.82116726477912e-05,CDH1,cadherin 1
ENSG00000085063,6.808147021533373e-05,CD59,CD59 molecule (CD59 blood group)
ENSG00000136938,6.782555812222901e-05,ANP32B,acidic nuclear phosphoprotein 32 family member B
ENSG00000221983,6.766070976389136e-05,UBA52,ubiquitin A-52 residue ribosomal protein fusion product 1
ENSG00000132698,6.751067249303104e-05,RAB25,"RAB25, member RAS oncogene family"
ENSG00000244468,6.686270454692988e-05,TM4SF18-AS1,TM4SF18 antisense RNA 1
